BLOCKID|DISTRICT
480019509022068|008
480019509022069|008
480019509022070|008
480019509022071|008
480019509022072|008
480019509022073|008
480019509022074|008
480019509022075|008
480019509022076|008
480019509022077|008
480019509022078|008
480019509022079|008
480019509022080|008
480019509022081|008
480019509022082|008
480019509022083|008
480019509022084|008
480019509022085|008
480019509022086|008
480019509022087|008
480019509022088|008
480019509022089|008
480019509022090|008
480019509022091|008
480019509022092|008
480019509022093|008
480019509022094|008
480019509022095|008
480019509022096|008
480019509022097|008
480019509022098|008
480019509022099|008
480019509022100|008
480019509022101|008
480019509022102|008
480019509022103|008
480019509022104|008
480019509022105|008
480019509022106|008
480019509022107|008
480019509022108|008
480019509022109|008
480019509023000|008
480019509023001|008
480019509023002|008
480019509023003|008
480019509023004|008
480019509023005|008
480019509023006|008
480019509023007|008
480019509023008|008
480019509023009|008
480019509023010|008
480019509023011|008
480019509023012|008
480019509023013|008
480019509023014|008
480019509023015|008
480019509023016|008
480019509023017|008
480019509023018|008
480019509024000|008
480019509024001|008
480019509024002|008
480019509024003|008
480019509024004|008
480019509024005|008
480019509024006|008
480019509024007|008
480019509024008|008
480019509024009|008
480019509024010|008
480019509024011|008
480019509024012|008
480019509024013|008
480019509024014|008
480019509024015|008
480019509024016|008
480019509024017|008
480019509024018|008
480019509024019|008
480019509024020|008
480019509024021|008
480019509024022|008
480019509024023|008
480019509024024|008
480019509024025|008
480019509024026|008
480019509024027|008
480019509024028|008
480019509024029|008
480019509024030|008
480019509024031|008
480019509024032|008
480019509024033|008
480019509024034|008
480019509024035|008
480019509024036|008
480019509024037|008
480019509024038|008
480019509024039|008
480019509024040|008
480019509024041|008
480019509024042|008
480019509024043|008
480019509024044|008
480019509024045|008
480019509024046|008
480019509024047|008
480019509024048|008
480019509024049|008
480019509024050|008
480019509024051|008
480019509024052|008
480019509024053|008
480019509024054|008
480019509024055|008
480019509024056|008
480019509024057|008
480019509024058|008
480019509024059|008
480019509024060|008
480019509024061|008
480019509024062|008
480019509024063|008
480019509024064|008
480019509024065|008
480019509024066|008
480019510011000|008
480019510011001|008
480019510011002|008
480019510011003|008
480019510011004|008
480019510011005|008
480019510011006|008
480019510011007|008
480019510011008|008
480019510011009|008
480019510011010|008
480019510011011|008
480019510011012|008
480019510011013|008
480019510011014|008
480019510011015|008
480019510011016|008
480019510011017|008
480019510011018|008
480019510011019|008
480019510011020|008
480019510011021|008
480019510011022|008
480019510011023|008
480019510011024|008
480019510011025|008
480019510011026|008
480019510011027|008
480019510011028|008
480019510011029|008
480019510011030|008
480019510011031|008
480019510011032|008
480019510011033|008
480019510011034|008
480019510011035|008
480019510011036|008
480019510011037|008
480019510011038|008
480019510011039|008
480019510011040|008
480019510011041|008
480019510011042|008
480019510011043|008
480019510011044|008
480019510011045|008
480019510011046|008
480019510011047|008
480019510011048|008
480019510011049|008
480019510011050|008
480019510011051|008
480019510011052|008
480019510011053|008
480019510011054|008
480019510011055|008
480019510011056|008
480019510011057|008
480019510011058|008
480019510011059|008
480019510011060|008
480019510011061|008
480019510011062|008
480019510011063|008
480019510011064|008
480019510011065|008
480019510011066|008
480019510011067|008
480019510011068|008
480019510011069|008
480019510011070|008
480019510011071|008
480019510011072|008
480019510011073|008
480019510011074|008
480019510011075|008
480019510011076|008
480019510011077|008
480019510012000|008
480019510012001|008
480019510012002|008
480019510012003|008
480019510012004|008
480019510012005|008
480019510012006|008
480019510012007|008
480019510012008|008
480019510012009|008
480019510012010|008
